Id,MSSubClass,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalBath,BedroomAbvGr,GarageCars,YrSold,SalePrice
2218,70,IDOTRR,Feedr,1Fam,2Story,4,7,1895,1950,1361,0,0,1,0,1,2,1,2008,159695.9998
2219,50,IDOTRR,Feedr,1Fam,1.5Fin,4,7,1910,2000,1049,0,0,1,0,1,2,1,2008,157230.3697
2220,70,IDOTRR,Norm,1Fam,2Story,4,6,1920,1950,864,0,0,1,1,1.5,3,1,2008,179188.0899
2221,120,Crawfor,Norm,TwnhsE,1Story,8,5,2007,2008,1648,1,1,2,0,3.5,2,2,2008,157972.8212
2222,120,Crawfor,Norm,TwnhsE,1Story,7,5,2004,2005,1646,1,1,2,0,3.5,2,2,2008,156804.9514
2223,20,Mitchel,Norm,1Fam,1Story,7,5,1996,1997,2032,1,0,3,0,4,3,3,2008,211491.9725
2224,60,Mitchel,Norm,1Fam,2Story,7,5,1996,1997,1820,0,0,2,1,2.5,3,3,2008,186537.2462
2225,90,Mitchel,Norm,Duplex,2Story,5,4,1976,1976,1872,0,0,2,2,3,4,2,2008,200468.1611
2226,20,Mitchel,Norm,1Fam,1Story,4,5,1991,1991,1689,1,0,2,0,3,3,2,2008,182241.3404
2227,120,Timber,Norm,TwnhsE,1Story,7,6,1986,1986,1501,1,0,2,0,3,2,2,2008,157342.2259
2228,20,Timber,Norm,1Fam,1Story,8,5,2006,2007,1537,1,0,2,0,3,3,3,2008,182022.3871
2229,60,Timber,Norm,1Fam,2Story,8,5,2007,2007,1780,1,0,2,1,3.5,3,2,2008,181244.5109
2230,80,Timber,Norm,1Fam,SLvl,5,5,2006,2007,1442,0,0,2,1,2.5,3,2,2008,178556.6716
2231,60,Timber,Norm,1Fam,2Story,7,5,2008,2008,1612,0,0,2,1,2.5,3,3,2008,189547.1999
2232,20,Timber,Norm,1Fam,1Story,6,5,1989,1989,1495,0,0,2,0,2,3,2,2008,187948.6517
2233,20,Timber,Norm,1Fam,1Story,6,5,1986,1986,1256,0,0,2,0,2,3,2,2008,194107.2876
2234,20,Timber,Norm,1Fam,1Story,8,5,2003,2003,1440,1,0,2,0,3,3,2,2008,183521.7104
2235,20,Timber,Norm,1Fam,1Story,6,5,1999,2000,1675,1,0,2,0,3,3,2,2008,183682.1236
2236,20,Timber,Norm,1Fam,1Story,8,5,2007,2007,1728,1,0,2,0,3,3,2,2008,178483.3531
2237,20,Timber,Norm,1Fam,1Story,8,5,2005,2006,1964,1,0,2,1,3.5,3,3,2008,184003.8798
2238,90,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,1344,2,0,2,0,4,2,4,2008,171318.5903
2239,20,Mitchel,Feedr,1Fam,1Story,5,5,2007,2008,1092,0,0,1,0,1,2,0,2008,162039.7543
2240,120,Mitchel,Norm,TwnhsE,1Story,6,5,1997,1997,1189,1,0,2,0,3,2,2,2008,154846.2522
2241,85,Mitchel,Norm,1Fam,SFoyer,4,5,1964,1964,1200,1,0,1,0,2,3,3,2008,194822.3657
2242,120,MeadowV,Norm,TwnhsE,1Story,5,6,1975,1975,1040,0,0,1,0,1,3,2,2008,169788.7388
2243,160,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,1475,0,0,2,0,2,4,1,2008,178891.5545
2244,180,MeadowV,Norm,Twnhs,SFoyer,4,7,1973,2006,988,1,0,1,0,2,2,1,2008,152084.7724
2245,180,MeadowV,Norm,Twnhs,SLvl,4,6,1973,1973,988,1,0,1,0,2,1,1,2008,139169.8664
2246,20,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,1160,1,0,1,0,2,3,1,2008,192439.536
2247,160,MeadowV,Norm,Twnhs,2Story,6,9,1970,2007,1092,0,0,2,1,2.5,3,0,2008,161067.8598
2248,20,Mitchel,Norm,1Fam,1Story,5,7,1983,1983,816,0,1,1,0,1.5,2,1,2008,158762.6485
2249,20,Mitchel,Norm,1Fam,1Story,5,6,1982,2005,845,0,0,1,0,1,3,1,2008,175569.6904
2250,20,Mitchel,Norm,1Fam,1Story,5,6,1984,1984,889,0,0,1,0,1,3,2,2008,183659.795
2251,70,IDOTRR,Norm,1Fam,2.5Unf,5,1,1900,1950,1836,0,0,2,0,2,4,1,2008,280618.1326
2252,20,NAmes,Norm,1Fam,1Story,6,6,1971,1971,1587,0,0,2,0,2,3,2,2007,180051.8092
2253,80,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,1384,0,0,2,1,2.5,3,2,2007,176519.1803
2254,80,Gilbert,Norm,1Fam,SLvl,6,5,1994,1994,1694,0,0,2,1,2.5,3,2,2007,179028.4292
2255,60,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,1714,1,0,2,1,3.5,3,2,2007,177161.5839
2256,60,Gilbert,Norm,1Fam,2Story,7,5,1996,1996,1553,0,0,2,1,2.5,3,2,2007,180081.5088
2257,60,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,2299,0,0,3,1,3.5,5,2,2007,205895.2546
2258,20,Gilbert,Norm,1Fam,1Story,7,5,1992,1993,1187,0,0,2,0,2,3,2,2007,183389.7813
2259,60,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,1642,0,0,2,1,2.5,3,2,2007,178543.6479
2260,20,Gilbert,Norm,1Fam,1Story,6,6,1964,1964,1128,1,0,1,0,2,3,2,2007,194798.3205
2261,120,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,1179,1,0,2,0,3,2,2,2007,162845.6137
2262,120,StoneBr,Norm,TwnhsE,1Story,8,5,1990,1990,1321,1,0,1,0,2,1,2,2007,148103.867
2263,60,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,2541,1,0,3,1,4.5,4,3,2007,201016.1711
2264,20,StoneBr,PosN,1Fam,1Story,9,5,2006,2007,2338,1,0,2,1,3.5,4,3,2007,277936.1269
2265,190,Gilbert,Norm,2fmCon,1Story,5,5,1969,1990,1424,1,0,1,1,2.5,3,3,2007,249768.2798
2266,120,StoneBr,Norm,TwnhsE,1Story,9,5,2006,2006,1612,1,0,2,0,3,2,2,2007,161596.0522
2267,20,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,2234,1,0,1,1,2.5,1,2,2007,158011.1149
2268,20,StoneBr,PosA,1Fam,1Story,10,5,2006,2007,2042,1,0,2,0,3,3,3,2007,194089.6839
2269,20,NWAmes,Norm,1Fam,1Story,6,5,1984,1984,1284,1,0,2,0,3,3,2,2007,181733.3369
2270,60,NWAmes,Norm,1Fam,2Story,7,7,1981,2003,1479,0,0,2,1,2.5,3,2,2007,182852.3277
2271,20,NWAmes,Norm,1Fam,1Story,7,6,1978,1985,1664,1,0,2,0,3,3,2,2007,189893.0031
2272,60,NWAmes,PosA,1Fam,2Story,7,5,1979,1979,1930,1,0,2,1,3.5,4,2,2007,194650.211
2273,20,NWAmes,Norm,1Fam,1Story,6,6,1984,1984,1177,0,0,2,0,2,3,2,2007,187904.4613
2274,20,NWAmes,Norm,1Fam,1Story,6,5,1979,1999,1353,1,0,2,0,3,2,2,2007,171774.9256
2275,20,NWAmes,PosN,1Fam,1Story,6,5,1971,1971,1220,0,1,2,0,2.5,2,2,2007,177998.6859
2276,80,NWAmes,PosN,1Fam,SLvl,7,6,1976,1976,1324,0,1,2,0,2.5,3,2,2007,175648.4843
2277,60,NWAmes,PosN,1Fam,2Story,6,6,1974,1974,1877,1,0,2,1,3.5,4,2,2007,196918.0714
2278,20,NAmes,Norm,1Fam,1Story,5,6,1970,1990,1422,1,0,1,0,2,3,2,2007,184299.8381
2279,20,NAmes,Norm,1Fam,1Story,5,5,1970,2002,914,0,0,1,0,1,3,1,2007,182379.8557
2280,20,NAmes,Norm,1Fam,1Story,4,7,1961,1961,914,0,0,1,0,1,2,1,2007,184050.7258
2281,120,NAmes,Norm,TwnhsE,1Story,6,5,2001,2001,1337,0,0,2,0,2,2,2,2007,158296.976
2282,120,NAmes,Norm,TwnhsE,1Story,6,5,1997,1998,1337,1,0,2,0,3,2,2,2007,175053.3556
2283,160,BrDale,Norm,Twnhs,2Story,6,6,1973,1973,1092,0,0,1,1,1.5,3,1,2007,162293.3761
2284,160,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,1218,0,0,1,1,1.5,4,1,2007,186328.88
2285,120,NPkVill,Norm,Twnhs,1Story,7,7,1978,1978,1055,0,0,2,0,2,2,1,2007,151422.1169
2286,20,NAmes,Norm,1Fam,1Story,5,6,1966,1966,988,1,0,1,0,2,3,1,2007,181969.3587
2287,20,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,1816,1,0,2,0,3,3,3,2007,189122.677
2288,20,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,1694,0,0,2,0,2,3,3,2007,185645.4752
2289,20,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,2122,1,0,2,1,3.5,2,3,2007,182829.8981
2290,60,NridgHt,Norm,1Fam,2Story,9,5,2007,2007,2656,1,0,2,1,3.5,3,3,2007,195848.7882
2291,60,NridgHt,Norm,1Fam,2Story,8,5,2006,2007,2550,0,0,2,1,2.5,4,3,2007,198785.0596
2292,20,NridgHt,Norm,1Fam,1Story,10,5,2005,2006,2046,1,0,2,1,3.5,2,3,2007,181676.1266
2293,20,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,2552,1,0,2,0,3,3,3,2007,194131.0127
2294,60,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,2758,0,0,2,1,2.5,4,3,2007,201416.0049
2295,20,NridgHt,Norm,1Fam,1Story,10,5,2007,2007,2290,2,0,2,1,4.5,2,3,2007,185096.5772
2296,60,NridgHt,Norm,1Fam,2Story,8,5,2007,2008,2152,0,0,2,1,2.5,3,2,2007,195158.9726
2297,60,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,2100,1,0,2,1,3.5,3,3,2007,184795.7837
2298,20,NridgHt,Norm,1Fam,1Story,9,5,2006,2006,1802,0,0,2,1,2.5,3,3,2007,189168.2639
2299,60,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,2956,0,0,2,1,2.5,5,3,2007,216855.2601
2300,60,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,2385,1,0,2,1,3.5,3,3,2007,184946.6425
2301,60,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,1818,1,0,2,1,3.5,3,3,2007,189317.5128
2302,20,NridgHt,Norm,1Fam,1Story,7,5,2005,2006,1614,1,0,2,0,3,3,3,2007,180803.2778
2303,20,NridgHt,Norm,1Fam,1Story,8,5,2005,2005,1721,1,0,2,0,3,3,2,2007,175061.1859
2304,60,NridgHt,Norm,1Fam,2Story,8,5,2006,2007,1828,0,0,2,1,2.5,3,3,2007,179074.8391
2305,120,NridgHt,Norm,Twnhs,1Story,6,5,2005,2006,1302,1,0,1,1,2.5,1,2,2007,145708.7643
2306,120,NridgHt,Norm,Twnhs,1Story,6,5,2005,2006,1302,1,0,1,1,2.5,1,2,2007,142398.0228
2307,120,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2006,1362,1,0,2,0,3,2,2,2007,161474.5349
2308,120,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,1554,0,0,2,0,2,2,2,2007,157025.9452
2309,120,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,1577,1,0,2,0,3,2,2,2007,163424.0378
2310,120,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,1324,0,0,2,0,2,2,2,2007,164692.7786
2311,120,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,1405,1,0,2,0,3,2,2,2007,152163.2444
2312,60,Gilbert,RRAn,1Fam,2Story,6,5,2007,2007,1496,0,0,3,0,3,3,2,2007,192383.2155
2313,60,Gilbert,RRAn,1Fam,2Story,6,5,2005,2006,1536,0,0,2,1,2.5,3,2,2007,182520.2303
2314,60,Gilbert,RRAn,1Fam,2Story,7,5,2006,2007,1458,0,0,2,0,2,3,2,2007,187254.5075
2315,60,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,1495,0,0,2,1,2.5,3,2,2007,176489.6597
2316,60,Gilbert,Norm,1Fam,2Story,6,5,2006,2007,1746,1,0,2,1,3.5,3,3,2007,181520.4668
2317,20,Gilbert,Norm,1Fam,1Story,6,5,2005,2005,1326,1,0,2,0,3,3,2,2007,186414.9782
2318,60,Gilbert,Norm,1Fam,2Story,6,5,2007,2007,1504,0,0,2,1,2.5,3,2,2007,185197.7646
2319,60,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,1456,0,0,2,1,2.5,3,2,2007,178657.7941
2320,20,Gilbert,Norm,1Fam,1Story,7,6,2007,2007,1258,0,0,2,0,2,3,2,2007,179731.198
2321,120,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,1589,1,0,2,0,3,2,3,2007,161748.2713
2322,20,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,1266,0,0,2,0,2,2,2,2007,158608.7491
2323,80,Gilbert,Norm,1Fam,SLvl,7,5,2004,2005,1119,1,0,2,0,3,2,2,2007,178807.3706
2324,80,Gilbert,Norm,1Fam,SLvl,7,5,2004,2004,1374,1,0,2,1,3.5,3,2,2007,184187.1588
2325,20,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,1525,0,0,2,1,2.5,3,2,2007,181686.104
2326,80,Gilbert,Norm,1Fam,SLvl,7,5,2003,2003,1394,0,0,2,1,2.5,3,2,2007,190311.0502
2327,60,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,1948,0,0,2,1,2.5,4,2,2007,192252.4964
2328,60,Gilbert,Norm,1Fam,2Story,7,5,2002,2002,1995,0,0,2,1,2.5,4,2,2007,193954.8495
2329,60,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,1690,1,0,2,1,3.5,3,2,2007,181044.2016
2330,60,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,1644,0,0,2,1,2.5,3,2,2007,180258.1312
2331,60,NoRidge,Norm,1Fam,2Story,8,5,1997,1998,2551,1,0,2,1,3.5,4,3,2007,199641.6573
2332,60,NoRidge,Norm,1Fam,2Story,9,5,1998,1998,3078,1,0,2,1,3.5,4,3,2007,197530.7752
2333,60,NoRidge,Norm,1Fam,2Story,8,5,1998,1999,2582,1,0,2,1,3.5,4,3,2007,191777.1969
2334,60,NoRidge,Norm,1Fam,2Story,7,5,1998,1998,2385,0,0,2,1,2.5,4,3,2007,195779.543
2335,60,NoRidge,Norm,1Fam,2Story,8,5,1992,1993,2202,1,0,2,1,3.5,4,2,2007,202112.0465
2336,60,NoRidge,Norm,1Fam,2Story,8,5,1996,1997,2538,0,0,2,1,2.5,4,3,2007,192343.3481
2337,20,Somerst,Feedr,1Fam,1Story,7,6,2007,2007,1369,0,0,2,0,2,3,2,2007,185191.3594
2338,20,Somerst,Feedr,1Fam,1Story,8,5,2007,2007,1542,1,0,2,0,3,3,3,2007,186760.208
2339,20,Somerst,Norm,1Fam,1Story,8,5,2006,2006,1534,0,0,2,0,2,3,2,2007,177733.7819
2340,20,Somerst,Norm,1Fam,1Story,10,5,2007,2007,1966,1,0,2,0,3,1,3,2007,164430.3912
2341,20,Somerst,Feedr,1Fam,1Story,7,5,2007,2007,1528,0,0,3,2,4,3,2,2007,185299.6016
2342,20,Somerst,Norm,1Fam,1Story,8,5,2005,2005,1538,1,0,2,0,3,3,2,2007,186414.0123
2343,20,Somerst,Norm,1Fam,1Story,7,5,2005,2006,1506,1,0,2,0,3,3,2,2007,176401.9211
2344,60,Somerst,Norm,1Fam,2Story,7,5,2006,2006,1977,0,0,2,1,2.5,3,3,2007,182381.3226
2345,60,Somerst,Norm,1Fam,2Story,8,5,2006,2006,1830,0,0,2,1,2.5,3,3,2007,176334.1847
2346,20,Somerst,Norm,1Fam,1Story,8,5,2007,2007,1338,0,0,2,0,2,3,2,2007,184901.7358
2347,20,Somerst,Norm,1Fam,1Story,7,5,2006,2007,1335,0,0,2,0,2,3,2,2007,180085.7669
2348,60,Somerst,Norm,1Fam,2Story,8,5,2007,2007,1792,0,0,2,1,2.5,3,2,2007,184901.7358
2349,60,Somerst,Norm,1Fam,2Story,5,5,2007,2007,1588,0,0,3,0,3,3,2,2007,183967.5615
2350,60,Somerst,Norm,1Fam,2Story,8,5,2007,2007,1880,1,0,2,1,3.5,3,3,2007,193046.3016
2351,20,Somerst,Norm,1Fam,1Story,8,5,2007,2007,1584,0,0,2,0,2,2,2,2007,168538.9695
2352,20,Somerst,Norm,1Fam,1Story,8,5,2006,2006,1685,0,0,2,0,2,2,3,2007,170157.842
2353,60,Somerst,Norm,1Fam,2Story,6,5,2004,2004,2443,0,0,2,1,2.5,4,3,2007,196559.7093
2354,20,SawyerW,Norm,1Fam,1Story,6,5,2006,2007,1100,0,0,1,1,1.5,3,0,2007,177133.7094
2355,20,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1143,0,0,1,1,1.5,3,0,2007,181553.2796
2356,20,SawyerW,RRAe,1Fam,1Story,5,5,2003,2004,1094,1,0,1,0,2,3,2,2007,185770.6066
2357,20,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1486,0,0,2,0,2,3,2,2007,177017.5951
2358,60,SawyerW,Norm,1Fam,2Story,6,5,1993,1997,1820,0,0,2,1,2.5,3,2,2007,184123.3585
2359,160,SawyerW,Norm,TwnhsE,2Story,6,5,1980,1980,1266,0,0,1,1,1.5,2,1,2007,165970.3575
2360,20,Sawyer,Norm,1Fam,1Story,5,5,1977,1977,894,1,0,1,0,2,2,1,2007,158151.985
2361,20,Sawyer,Norm,1Fam,1Story,5,7,1968,1968,1040,1,0,1,1,2.5,3,2,2007,177086.4764
2362,60,Veenker,Norm,1Fam,2Story,7,5,1990,1990,2503,1,0,2,1,3.5,3,2,2007,196373.8962
2363,20,Sawyer,RRAe,1Fam,1Story,5,5,1974,1974,1037,1,0,1,0,2,2,2,2007,172465.7071
2364,20,Sawyer,RRAe,1Fam,1Story,6,7,1973,2006,1055,1,0,1,0,2,2,2,2007,168590.7824
2365,120,Somerst,Norm,TwnhsE,1Story,8,5,2004,2004,1378,1,0,2,0,3,2,2,2007,158820.4742
2366,120,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,1151,1,0,2,0,3,2,2,2007,151611.3706
2367,120,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,1565,1,0,2,0,3,2,2,2007,152125.0286
2368,120,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,1352,1,0,2,0,3,2,2,2007,158404.0731
2369,120,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,1550,0,0,2,1,2.5,2,2,2007,160692.0786
2370,160,Somerst,Norm,Twnhs,2Story,6,5,1999,1999,1501,1,0,2,1,3.5,3,2,2007,170175.2268
2371,160,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,1573,0,0,2,1,2.5,3,2,2007,169854.4366
2372,20,Somerst,Norm,1Fam,1Story,7,5,1999,2000,1358,0,0,2,0,2,3,2,2007,183410.7858
2373,60,Somerst,Norm,1Fam,2Story,8,5,2003,2004,2048,1,0,2,1,3.5,3,2,2007,180347.194
2374,60,Somerst,Norm,1Fam,2Story,8,5,1998,1998,2362,1,0,2,1,3.5,3,2,2007,178930.5284
2375,120,Veenker,Norm,TwnhsE,1Story,8,5,1994,1995,1494,1,0,1,1,2.5,1,2,2007,153346.2201
2376,20,Veenker,Norm,1Fam,1Story,7,6,1980,1980,2362,1,0,2,1,3.5,3,2,2007,182675.2043
2377,20,Veenker,Norm,1Fam,1Story,8,5,1981,1981,2497,1,0,2,0,3,2,2,2007,180770.6498
2378,20,NWAmes,RRAn,1Fam,1Story,6,6,1968,1968,1152,1,0,1,1,2.5,3,2,2007,188714.1481
2379,60,NWAmes,PosA,1Fam,2Story,6,6,1970,1970,2411,1,0,2,1,3.5,4,2,2007,191393.6086
2380,85,NWAmes,PosN,1Fam,SFoyer,6,6,1969,1969,1082,1,0,1,0,2,3,2,2007,174016.1575
2381,20,NWAmes,Norm,1Fam,1Story,6,5,1968,1968,1295,1,0,1,1,2.5,3,2,2007,183189.6853
2382,20,NWAmes,Norm,1Fam,1Story,7,7,1972,1987,1610,0,0,2,0,2,3,2,2007,183621.5088
2383,20,NWAmes,Norm,1Fam,1Story,7,6,1993,1993,1594,0,0,2,0,2,2,2,2007,168991.2964
2384,60,NWAmes,Norm,1Fam,2Story,7,6,1993,1993,2075,1,0,2,1,3.5,3,2,2007,185306.6507
2385,20,NWAmes,Norm,1Fam,1Story,6,7,1966,1966,1093,1,0,2,0,3,3,2,2007,189030.6803
2386,20,NWAmes,Norm,1Fam,1Story,6,5,1963,1963,1052,1,0,1,0,2,3,1,2007,179208.6657
2387,20,NAmes,Norm,1Fam,1Story,5,6,1967,1993,1107,1,0,1,0,2,3,1,2007,174901.4528
2388,90,NAmes,Norm,Duplex,1Story,4,5,1964,1964,1224,0,0,2,0,2,2,3,2007,168337.4065
2389,20,NAmes,Norm,1Fam,1Story,5,5,1956,1956,1074,0,0,1,0,1,2,2,2007,158234.9646
2390,20,NAmes,Norm,1Fam,1Story,5,5,1961,1961,1187,1,0,1,0,2,2,2,2007,179562.4534
2391,20,NAmes,Norm,1Fam,1Story,5,7,1961,1961,964,0,0,1,0,1,3,2,2007,174176.3916
2392,20,NAmes,Norm,1Fam,1Story,5,7,1960,1960,894,0,0,1,0,1,3,1,2007,173931.5318
2393,20,NAmes,Norm,1Fam,1Story,7,6,1966,1966,1200,0,1,2,0,2.5,3,2,2007,184111.7294
2394,80,NAmes,Norm,1Fam,SLvl,6,5,1965,1965,1042,0,0,2,0,2,3,2,2007,179374.482
2395,60,NAmes,Norm,1Fam,2Story,6,7,1964,1997,2154,0,0,2,1,2.5,5,2,2007,207348.8119
2396,20,NAmes,Norm,1Fam,1Story,6,5,1964,1964,1374,0,1,1,0,1.5,3,1,2007,186983.4193
2397,20,NAmes,Norm,1Fam,1Story,6,7,1959,1991,1652,1,0,1,1,2.5,3,2,2007,206779.094
2398,45,NAmes,Norm,1Fam,1.5Unf,5,7,1940,1996,908,0,0,1,0,1,2,2,2007,177472.0747
2399,20,BrkSide,Norm,1Fam,1Story,3,3,1946,1950,666,0,1,1,0,1.5,2,0,2007,156727.9483
2400,50,BrkSide,Feedr,1Fam,1.5Fin,3,5,1945,1950,670,1,0,1,0,2,2,0,2007,157090.5685
2401,20,BrkSide,RRAn,1Fam,1Story,5,8,1958,2000,808,0,0,1,0,1,2,1,2007,160387.0327
2402,20,NAmes,Norm,1Fam,1Story,5,6,1955,1955,1150,1,0,1,0,2,2,1,2007,172410.2801
2403,90,NAmes,Norm,Duplex,1Story,5,5,1968,1968,1560,0,0,2,0,2,4,3,2007,191603.3657
2404,85,NAmes,Norm,1Fam,SFoyer,5,6,1966,1966,1280,0,1,2,0,2.5,3,2,2007,182152.2072
2405,80,NAmes,Norm,1Fam,SLvl,6,5,1961,1961,1254,1,0,1,0,2,3,2,2007,180161.6973
2406,20,NAmes,Norm,1Fam,1Story,6,7,1957,1999,936,1,0,1,0,2,2,1,2007,169652.2353
2407,20,NAmes,Norm,1Fam,1Story,5,6,1956,1956,1008,1,0,1,0,2,3,1,2007,182503.5201
2408,20,NAmes,Norm,1Fam,1Story,5,7,1963,1963,1053,1,0,1,0,2,3,2,2007,179714.6307
2409,20,NAmes,Norm,1Fam,1Story,5,5,1960,1960,1144,0,0,1,0,1,3,1,2007,180282.5707
2410,20,NAmes,Feedr,1Fam,1Story,6,6,1957,1969,1721,0,0,1,0,1,4,2,2007,192600.3381
2411,20,NAmes,Norm,1Fam,1Story,5,5,1957,1957,922,1,0,1,0,2,2,1,2007,166115.4912
2412,20,NAmes,Norm,1Fam,1Story,5,6,1955,1975,1411,0,0,1,0,1,3,1,2007,186379.5535
2413,20,NAmes,Norm,1Fam,1Story,5,5,1955,1955,1216,1,0,1,0,2,3,1,2007,184361.9923
2414,20,NAmes,Norm,1Fam,1Story,5,9,1953,2006,1154,0,0,1,1,1.5,3,1,2007,186220.9655
2415,90,NAmes,Norm,Duplex,1Story,5,5,1958,1958,1560,0,0,2,0,2,4,2,2007,198176.4709
2416,20,NAmes,Norm,1Fam,1Story,6,6,1952,1952,948,0,0,1,0,1,2,2,2007,168437.7765
2417,20,NAmes,Norm,1Fam,1Story,6,7,1953,1953,1040,0,1,1,0,1.5,3,1,2007,178003.5823
2418,20,NAmes,Norm,1Fam,1Story,5,8,1956,2003,925,1,0,1,0,2,3,1,2007,179180.4692
2419,50,NAmes,Norm,1Fam,1.5Fin,4,4,1955,1955,1540,1,0,1,0,2,4,1,2007,191930.5611
2420,20,NAmes,Norm,1Fam,1Story,5,5,1955,1955,925,1,0,1,0,2,3,1,2007,175590.2662
2421,20,NAmes,Norm,1Fam,1Story,4,6,1953,1953,1647,1,0,1,0,2,3,1,2007,176713.1931
2422,20,OldTown,Artery,1Fam,1Story,5,5,1952,1952,924,0,0,1,0,1,2,1,2007,180159.0909
2423,50,OldTown,Artery,1Fam,1.5Fin,4,7,1890,2006,1544,0,0,2,0,2,3,0,2007,188090.1008
2424,50,NAmes,Norm,1Fam,1.5Fin,5,6,1953,2004,1728,1,0,1,0,2,3,1,2007,186184.7177
2425,70,NAmes,Norm,1Fam,2Story,5,4,1935,2007,3086,0,0,3,1,3.5,4,3,2007,223055.5887
2426,50,OldTown,Norm,1Fam,1.5Fin,4,7,1925,1993,1281,1,0,2,0,3,1,2,2007,158270.7531
2427,70,OldTown,Norm,1Fam,2Story,5,9,1895,1999,1534,0,0,1,1,1.5,3,0,2007,184733.1285
2428,80,NAmes,Norm,1Fam,SLvl,7,5,1963,1999,1651,0,1,2,0,2.5,4,1,2007,199926.379
2429,20,NAmes,Norm,1Fam,1Story,5,7,1961,1961,888,0,1,1,0,1.5,3,1,2007,175075.7852
2430,20,NAmes,Norm,1Fam,1Story,6,6,1968,1968,952,1,0,1,0,2,3,1,2007,180917.9251
2431,20,NAmes,Norm,1Fam,1Story,5,3,1950,1950,1238,0,0,1,1,1.5,3,1,2007,182067.7606
2432,20,NAmes,Norm,1Fam,1Story,5,7,1959,2003,1040,1,0,1,0,2,3,1,2007,178238.6019
2433,20,NAmes,Norm,1Fam,1Story,5,6,1958,1958,1170,0,1,1,0,1.5,3,1,2007,173454.9446
2434,20,NAmes,Norm,1Fam,1Story,5,5,1960,1960,1242,1,0,1,1,2.5,3,1,2007,176821.9363
2435,20,NAmes,Norm,1Fam,1Story,5,5,1960,1960,1377,1,0,1,0,2,3,1,2007,183642.1913
2436,20,NAmes,Feedr,1Fam,1Story,5,6,1961,1961,925,0,0,1,0,1,3,1,2007,177254.5827
2437,20,NAmes,PosN,1Fam,1Story,5,5,1962,1962,864,0,0,1,0,1,2,1,2007,168715.9501
2438,85,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,936,1,0,1,0,2,3,1,2007,180096.9312
2439,30,OldTown,Artery,1Fam,1Story,5,7,1926,1980,960,0,0,1,0,1,2,2,2007,160620.7282
2440,50,OldTown,Norm,1Fam,1.5Fin,6,6,1927,1950,1296,0,0,1,0,1,3,2,2007,175286.5444
2441,30,OldTown,Artery,1Fam,1Story,5,5,1922,1950,1022,1,0,1,0,2,2,1,2007,153494.7833
2442,30,OldTown,Norm,1Fam,1Story,5,6,1920,1990,967,0,0,1,0,1,2,1,2007,156407.6592
2443,30,OldTown,Norm,1Fam,1Story,5,8,1940,1950,1072,0,0,1,0,1,2,2,2007,162162.5252
2444,50,OldTown,Norm,1Fam,1.5Fin,5,8,1900,2006,1174,0,0,1,0,1,2,2,2007,166809.8868
2445,50,OldTown,Norm,1Fam,1.5Fin,4,6,1900,1950,1141,0,0,1,0,1,3,1,2007,172929.1564
